0	1388	1
0	1417	1
0	1869	1
1	1651	1
1	1654	1
1	1772	1
2	1644	1
2	1708	1
2	1720	1
3	971	1
3	1490	1
3	1603	1
4	1578	1
4	1635	1
4	1828	1
5	1696	1
5	1725	1
5	1782	1
6	1324	1
6	1389	1
6	1789	1
7	1617	1
7	1648	1
7	1834	1
8	1663	1
8	1752	1
8	1871	1
9	1594	1
9	1726	1
9	1783	1
10	800	1
10	1469	1
10	1697	1
11	845	1
11	1496	1
11	1862	1
12	1405	1
12	1523	1
12	1633	1
13	1577	1
13	1769	1
13	1802	1
14	1012	1
14	1178	1
14	1659	1
15	1490	1
15	1836	1
15	1867	1
16	1387	1
16	1756	1
16	1849	1
17	1598	1
17	1723	1
17	1818	1
18	1233	1
18	1645	1
18	1816	1
19	1495	1
19	1661	1
19	1818	1
20	1120	1
20	1632	1
20	1674	1
21	1067	1
21	1686	1
21	1850	1
22	1545	1
22	1587	1
22	1827	1
23	1222	1
23	1438	1
23	1636	1
24	1503	1
24	1578	1
24	1601	1
25	1439	1
25	1491	1
25	1532	1
26	917	1
26	1529	1
26	1709	1
27	1316	1
27	1391	1
27	1740	1
28	1514	1
28	1742	1
28	1786	1
29	1271	1
29	1779	1
29	1824	1
30	1846	1
30	1847	1
30	1854	1
31	1274	1
31	1441	1
31	1865	1
32	1631	1
32	1728	1
32	1790	1
33	1585	1
33	1635	1
33	1810	1
34	1193	1
34	1496	1
34	1601	1
35	1211	1
35	1415	1
35	1427	1
36	1566	1
36	1622	1
36	1839	1
37	1225	1
37	1341	1
37	1351	1
38	1408	1
38	1819	1
38	1864	1
39	726	1
39	1371	1
39	1709	1
40	1426	1
40	1496	1
40	1791	1
41	1399	1
41	1686	1
41	1777	1
42	1123	1
42	1372	1
42	1842	1
43	1219	1
43	1752	1
43	1856	1
44	1011	1
44	1743	1
44	1844	1
45	1074	1
45	1770	1
45	1865	1
46	1393	1
46	1411	1
46	1608	1
47	563	1
47	1352	1
47	1387	1
48	1253	1
48	1467	1
48	1647	1
49	1004	1
49	1233	1
49	1603	1
50	1214	1
50	1724	1
50	1866	1
51	1358	1
51	1727	1
51	1868	1
52	1458	1
52	1485	1
52	1588	1
53	1463	1
53	1669	1
53	1732	1
54	513	1
54	1181	1
54	1657	1
55	617	1
55	1252	1
55	1633	1
56	1574	1
56	1611	1
56	1807	1
57	899	1
57	1118	1
57	1669	1
58	1674	1
58	1676	1
58	1753	1
59	410	1
59	1476	1
59	1684	1
60	914	1
60	1214	1
60	1424	1
61	826	1
61	1035	1
61	1683	1
62	1649	1
62	1781	1
62	1853	1
63	1502	1
63	1703	1
63	1862	1
64	1610	1
64	1687	1
64	1813	1
65	1371	1
65	1836	1
65	1850	1
66	1503	1
66	1713	1
66	1747	1
67	1654	1
67	1816	1
67	1818	1
68	1158	1
68	1500	1
68	1721	1
69	1439	1
69	1687	1
69	1828	1
70	1317	1
70	1606	1
70	1788	1
71	1511	1
71	1682	1
71	1786	1
72	1247	1
72	1600	1
72	1774	1
73	1304	1
73	1417	1
73	1666	1
74	1586	1
74	1728	1
74	1848	1
75	1210	1
75	1400	1
75	1530	1
76	1298	1
76	1530	1
76	1715	1
77	989	1
77	1700	1
77	1799	1
78	1121	1
78	1292	1
78	1828	1
79	1625	1
79	1671	1
79	1870	1
80	640	1
80	1713	1
80	1870	1
81	1194	1
81	1418	1
81	1568	1
82	1184	1
82	1469	1
82	1484	1
83	1550	1
83	1557	1
83	1642	1
84	1630	1
84	1777	1
84	1851	1
85	1609	1
85	1655	1
85	1826	1
86	1628	1
86	1794	1
86	1833	1
87	1265	1
87	1554	1
87	1812	1
88	1280	1
88	1335	1
88	1779	1
89	1074	1
89	1621	1
89	1863	1
90	1816	1
90	1821	1
90	1864	1
91	1469	1
91	1629	1
91	1765	1
92	1264	1
92	1277	1
92	1553	1
93	751	1
93	1693	1
93	1857	1
94	1253	1
94	1498	1
94	1814	1
95	1219	1
95	1330	1
95	1694	1
96	1624	1
96	1680	1
96	1818	1
97	934	1
97	1288	1
97	1349	1
98	997	1
98	1280	1
98	1863	1
99	1221	1
99	1432	1
99	1600	1
100	1335	1
100	1835	1
100	1841	1
101	1770	1
101	1797	1
101	1850	1
102	1283	1
102	1358	1
102	1464	1
103	948	1
103	1390	1
103	1697	1
104	1227	1
104	1477	1
104	1857	1
105	1482	1
105	1593	1
105	1751	1
106	1551	1
106	1804	1
106	1864	1
107	1383	1
107	1520	1
107	1715	1
108	1266	1
108	1369	1
108	1860	1
109	1395	1
109	1826	1
109	1864	1
110	1584	1
110	1681	1
110	1840	1
111	1200	1
111	1765	1
111	1834	1
112	1357	1
112	1606	1
112	1823	1
113	1338	1
113	1809	1
113	1850	1
114	1746	1
114	1799	1
114	1819	1
115	1346	1
115	1471	1
115	1503	1
116	943	1
116	1401	1
116	1634	1
117	1581	1
117	1832	1
117	1844	1
118	834	1
118	1522	1
118	1639	1
119	1376	1
119	1538	1
119	1674	1
120	1487	1
120	1574	1
120	1817	1
121	1473	1
121	1503	1
121	1867	1
122	1176	1
122	1470	1
122	1601	1
123	1347	1
123	1739	1
123	1755	1
124	1645	1
124	1792	1
124	1807	1
125	833	1
125	1808	1
125	1827	1
126	1355	1
126	1618	1
126	1663	1
127	1073	1
127	1722	1
127	1801	1
128	522	1
128	1483	1
128	1643	1
129	1364	1
129	1797	1
129	1802	1
130	1028	1
130	1745	1
130	1865	1
131	1462	1
131	1587	1
131	1821	1
132	1034	1
132	1541	1
132	1641	1
133	1192	1
133	1329	1
133	1692	1
134	1325	1
134	1856	1
134	1869	1
135	1570	1
135	1573	1
135	1622	1
136	624	1
136	1815	1
136	1852	1
137	1378	1
137	1775	1
137	1788	1
138	1495	1
138	1706	1
138	1781	1
139	1542	1
139	1676	1
139	1826	1
140	1650	1
140	1717	1
140	1736	1
141	1724	1
141	1753	1
141	1822	1
142	1649	1
142	1802	1
142	1851	1
143	1661	1
143	1721	1
143	1865	1
144	1566	1
144	1658	1
144	1808	1
145	1358	1
145	1573	1
145	1829	1
146	1440	1
146	1539	1
146	1745	1
147	1266	1
147	1646	1
147	1827	1
148	1153	1
148	1396	1
148	1857	1
149	1201	1
149	1599	1
149	1865	1
150	1276	1
150	1705	1
150	1765	1
151	1689	1
151	1738	1
151	1822	1
152	1799	1
152	1837	1
152	1854	1
153	954	1
153	1600	1
153	1747	1
154	1572	1
154	1855	1
154	1859	1
155	1683	1
155	1758	1
155	1789	1
156	1263	1
156	1534	1
156	1823	1
157	1088	1
157	1117	1
157	1768	1
158	558	1
158	1624	1
158	1742	1
159	1515	1
159	1634	1
159	1722	1
160	1470	1
160	1476	1
160	1635	1
161	1398	1
161	1592	1
161	1823	1
162	1126	1
162	1798	1
162	1820	1
163	1272	1
163	1431	1
163	1804	1
164	612	1
164	1380	1
164	1732	1
165	1107	1
165	1804	1
165	1860	1
166	1329	1
166	1719	1
166	1752	1
167	1232	1
167	1599	1
167	1795	1
168	1099	1
168	1512	1
168	1772	1
169	268	1
169	1426	1
169	1776	1
170	1656	1
170	1704	1
170	1872	1
171	848	1
171	1503	1
171	1688	1
172	1334	1
172	1337	1
172	1579	1
173	1311	1
173	1459	1
173	1812	1
174	1362	1
174	1545	1
174	1547	1
175	1472	1
175	1559	1
175	1828	1
176	1489	1
176	1577	1
176	1700	1
177	1353	1
177	1535	1
177	1713	1
178	1178	1
178	1260	1
178	1746	1
179	1369	1
179	1445	1
179	1585	1
180	1563	1
180	1633	1
180	1691	1
181	1554	1
181	1581	1
181	1800	1
182	1409	1
182	1563	1
182	1777	1
183	1413	1
183	1628	1
183	1708	1
184	1414	1
184	1638	1
184	1857	1
185	1440	1
185	1705	1
185	1817	1
186	1493	1
186	1690	1
186	1867	1
187	1422	1
187	1825	1
187	1862	1
188	1309	1
188	1789	1
188	1792	1
189	1352	1
189	1757	1
189	1808	1
190	1061	1
190	1801	1
190	1837	1
191	1441	1
191	1591	1
191	1784	1
192	1190	1
192	1511	1
192	1789	1
193	773	1
193	1679	1
193	1820	1
194	1652	1
194	1740	1
194	1774	1
195	1488	1
195	1680	1
195	1829	1
196	975	1
196	1554	1
196	1856	1
197	1577	1
197	1775	1
197	1868	1
198	1611	1
198	1740	1
198	1849	1
199	1534	1
199	1823	1
199	1861	1
200	1414	1
200	1553	1
200	1664	1
201	1662	1
201	1675	1
201	1777	1
202	1602	1
202	1678	1
202	1824	1
203	1044	1
203	1542	1
203	1710	1
204	1708	1
204	1792	1
204	1869	1
205	1168	1
205	1470	1
205	1480	1
206	1734	1
206	1765	1
206	1863	1
207	1231	1
207	1617	1
207	1619	1
208	1648	1
208	1678	1
208	1788	1
209	1418	1
209	1545	1
209	1821	1
210	1130	1
210	1558	1
210	1675	1
211	1196	1
211	1507	1
211	1527	1
212	1375	1
212	1666	1
212	1738	1
213	1297	1
213	1731	1
213	1852	1
214	631	1
214	1021	1
214	1868	1
215	1497	1
215	1801	1
215	1809	1
216	1318	1
216	1452	1
216	1651	1
217	1583	1
217	1717	1
217	1834	1
218	1583	1
218	1617	1
218	1732	1
