0	45	1
0	52	1
0	55	1
1	46	1
1	58	1
1	60	1
2	21	1
2	43	1
2	61	1
3	44	1
3	53	1
3	60	1
4	40	1
4	42	1
4	52	1
5	5	1
5	34	1
5	56	1
6	32	1
6	44	1
6	50	1
7	34	1
7	35	1
7	59	1
8	53	1
8	60	1
8	61	1
9	16	1
9	37	1
9	54	1
10	45	1
10	51	1
10	52	1
11	39	1
11	42	1
11	46	1
12	33	1
12	40	1
12	58	1
13	28	1
13	33	1
13	44	1
14	39	1
14	44	1
14	50	1
15	53	1
15	55	1
15	60	1
16	28	1
16	40	1
16	43	1
17	32	1
17	35	1
17	53	1
17	56	1
18	37	1
18	46	1
18	49	1
18	61	1
19	32	1
19	36	1
19	53	1
19	54	1
20	50	1
20	55	1
20	59	1
20	61	1
21	24	1
21	37	1
21	44	1
21	52	1
22	14	1
22	35	1
22	51	1
22	61	1
23	8	1
23	41	1
23	53	1
23	57	1
24	12	1
24	29	1
24	49	1
24	60	1
25	29	1
25	42	1
25	47	1
25	49	1
26	24	1
26	51	1
26	53	1
26	59	1
27	30	1
27	39	1
27	52	1
27	57	1
28	45	1
28	48	1
28	56	1
28	57	1
29	40	1
29	44	1
29	48	1
29	59	1
29	61	1
30	22	1
30	33	1
30	47	1
30	50	1
30	53	1
31	21	1
31	48	1
31	49	1
31	52	1
31	53	1
32	3	1
32	8	1
32	36	1
32	48	1
32	53	1
33	16	1
33	50	1
33	53	1
33	54	1
33	59	1
34	32	1
34	36	1
34	41	1
34	58	1
34	59	1
35	9	1
35	27	1
35	32	1
35	46	1
35	58	1
36	20	1
36	30	1
36	41	1
36	58	1
36	59	1
37	30	1
37	53	1
37	54	1
37	58	1
37	59	1
38	25	1
38	44	1
38	45	1
38	47	1
38	55	1
38	57	1
39	23	1
39	34	1
39	38	1
39	44	1
39	47	1
39	48	1
39	57	1
40	6	1
40	15	1
40	32	1
40	40	1
40	42	1
40	48	1
40	49	1
40	54	1
41	19	1
41	20	1
41	38	1
41	46	1
41	47	1
41	54	1
41	57	1
41	59	1
41	61	1
42	33	1
42	34	1
42	35	1
42	36	1
42	38	1
42	44	1
42	47	1
42	49	1
42	58	1
42	60	1
43	12	1
43	27	1
43	32	1
43	34	1
43	38	1
43	45	1
43	46	1
43	51	1
43	55	1
43	58	1
43	60	1
44	0	1
44	23	1
44	28	1
44	38	1
44	39	1
44	45	1
44	52	1
44	53	1
44	54	1
44	55	1
44	58	1
44	61	1
45	18	1
45	20	1
45	25	1
45	31	1
45	39	1
45	41	1
45	43	1
45	46	1
45	49	1
45	53	1
45	55	1
45	58	1
45	61	1
46	30	1
46	32	1
46	37	1
46	38	1
46	42	1
46	44	1
46	48	1
46	50	1
46	51	1
46	53	1
46	54	1
46	55	1
46	57	1
46	61	1
47	18	1
47	26	1
47	29	1
47	35	1
47	38	1
47	40	1
47	41	1
47	43	1
47	51	1
47	52	1
47	54	1
47	56	1
47	57	1
47	60	1
47	61	1
48	10	1
48	30	1
48	36	1
48	37	1
48	38	1
48	42	1
48	43	1
48	45	1
48	46	1
48	52	1
48	53	1
48	55	1
48	56	1
48	58	1
48	59	1
48	61	1
49	10	1
49	17	1
49	18	1
49	28	1
49	36	1
49	38	1
49	42	1
49	45	1
49	46	1
49	47	1
49	48	1
49	52	1
49	53	1
49	54	1
49	56	1
49	57	1
49	59	1
50	2	1
50	5	1
50	6	1
50	23	1
50	25	1
50	36	1
50	41	1
50	42	1
50	47	1
50	48	1
50	49	1
50	50	1
50	51	1
50	55	1
50	56	1
50	59	1
50	60	1
50	61	1
51	3	1
51	24	1
51	26	1
51	28	1
51	29	1
51	33	1
51	41	1
51	42	1
51	45	1
51	46	1
51	47	1
51	50	1
51	51	1
51	52	1
51	56	1
51	60	1
51	61	1
52	27	1
52	29	1
52	31	1
52	32	1
52	38	1
52	39	1
52	40	1
52	41	1
52	43	1
52	45	1
52	46	1
52	48	1
52	50	1
52	51	1
52	56	1
52	58	1
52	59	1
52	60	1
53	9	1
53	20	1
53	23	1
53	33	1
53	35	1
53	37	1
53	38	1
53	39	1
53	40	1
53	43	1
53	46	1
53	48	1
53	55	1
53	56	1
53	57	1
53	58	1
53	59	1
54	9	1
54	20	1
54	37	1
54	39	1
54	40	1
54	42	1
54	43	1
54	45	1
54	48	1
54	51	1
54	52	1
54	54	1
54	55	1
54	57	1
54	58	1
54	59	1
54	60	1
54	61	1
55	0	1
55	22	1
55	24	1
55	29	1
55	33	1
55	42	1
55	43	1
55	45	1
55	46	1
55	47	1
55	49	1
55	50	1
55	54	1
55	55	1
55	56	1
55	57	1
55	58	1
55	60	1
56	2	1
56	21	1
56	28	1
56	31	1
56	33	1
56	36	1
56	37	1
56	40	1
56	41	1
56	45	1
56	47	1
56	49	1
56	50	1
56	53	1
56	55	1
56	57	1
56	60	1
56	61	1
57	27	1
57	36	1
57	38	1
57	39	1
57	41	1
57	43	1
57	44	1
57	47	1
57	48	1
57	50	1
57	51	1
57	52	1
57	54	1
57	56	1
57	57	1
57	58	1
57	60	1
57	61	1
58	9	1
58	22	1
58	26	1
58	31	1
58	38	1
58	39	1
58	40	1
58	44	1
58	49	1
58	50	1
58	51	1
58	54	1
58	55	1
58	56	1
58	58	1
58	59	1
58	60	1
58	61	1
59	6	1
59	12	1
59	17	1
59	20	1
59	28	1
59	34	1
59	41	1
59	45	1
59	46	1
59	47	1
59	50	1
59	51	1
59	52	1
59	56	1
59	58	1
59	59	1
59	60	1
59	61	1
60	7	1
60	11	1
60	15	1
60	16	1
60	25	1
60	26	1
60	27	1
60	38	1
60	43	1
60	47	1
60	49	1
60	50	1
60	53	1
60	55	1
60	56	1
60	59	1
60	60	1
60	61	1
61	1	1
61	13	1
61	25	1
61	31	1
61	32	1
61	34	1
61	35	1
61	36	1
61	40	1
61	41	1
61	42	1
61	44	1
61	49	1
61	52	1
61	54	1
61	57	1
61	59	1
61	60	1
62	18	1
62	22	1
62	24	1
62	31	1
62	38	1
62	39	1
62	40	1
62	45	1
62	47	1
62	48	1
62	50	1
62	51	1
62	52	1
62	55	1
62	56	1
62	58	1
62	59	1
62	60	1
63	5	1
63	6	1
63	23	1
63	29	1
63	33	1
63	34	1
63	37	1
63	38	1
63	41	1
63	43	1
63	44	1
63	46	1
63	49	1
63	53	1
63	56	1
63	57	1
63	60	1
63	61	1
64	8	1
64	19	1
64	26	1
64	28	1
64	34	1
64	40	1
64	45	1
64	48	1
64	49	1
64	50	1
64	51	1
64	52	1
64	53	1
64	54	1
64	57	1
64	58	1
64	59	1
64	61	1
65	7	1
65	14	1
65	19	1
65	25	1
65	26	1
65	31	1
65	33	1
65	40	1
65	42	1
65	51	1
65	53	1
65	54	1
65	55	1
65	56	1
65	57	1
65	59	1
65	60	1
66	13	1
66	17	1
66	24	1
66	27	1
66	30	1
66	35	1
66	41	1
66	43	1
66	44	1
66	47	1
66	49	1
66	51	1
66	52	1
66	54	1
66	56	1
66	57	1
66	58	1
66	60	1
67	25	1
67	26	1
67	35	1
67	41	1
67	43	1
67	44	1
67	45	1
67	47	1
67	49	1
67	50	1
67	52	1
67	53	1
67	54	1
67	55	1
67	56	1
67	59	1
67	60	1
67	61	1
68	11	1
68	26	1
68	28	1
68	33	1
68	35	1
68	41	1
68	45	1
68	46	1
68	47	1
68	49	1
68	50	1
68	52	1
68	55	1
68	57	1
68	58	1
68	59	1
68	60	1
68	61	1
69	16	1
69	27	1
69	30	1
69	32	1
69	33	1
69	34	1
69	36	1
69	39	1
69	45	1
69	47	1
69	50	1
69	53	1
69	54	1
69	55	1
69	57	1
69	58	1
69	59	1
69	61	1
70	10	1
70	13	1
70	18	1
70	22	1
70	33	1
70	36	1
70	41	1
70	42	1
70	43	1
70	44	1
70	46	1
70	48	1
70	51	1
70	55	1
70	57	1
70	58	1
70	59	1
70	61	1
71	14	1
71	30	1
71	34	1
71	35	1
71	37	1
71	39	1
71	43	1
71	45	1
71	47	1
71	49	1
71	50	1
71	53	1
71	54	1
71	56	1
71	57	1
71	59	1
71	61	1
72	11	1
72	15	1
72	29	1
72	31	1
72	33	1
72	35	1
72	41	1
72	43	1
72	44	1
72	46	1
72	49	1
72	50	1
72	51	1
72	54	1
72	56	1
72	60	1
72	61	1
73	12	1
73	15	1
73	26	1
73	28	1
73	36	1
73	39	1
73	40	1
73	42	1
73	43	1
73	44	1
73	48	1
73	50	1
73	52	1
73	54	1
73	55	1
73	57	1
73	60	1
73	61	1
74	14	1
74	15	1
74	23	1
74	24	1
74	31	1
74	35	1
74	40	1
74	43	1
74	46	1
74	49	1
74	51	1
74	53	1
74	54	1
74	55	1
74	56	1
74	57	1
74	58	1
75	21	1
75	38	1
75	40	1
75	43	1
75	44	1
75	45	1
75	48	1
75	49	1
75	50	1
75	52	1
75	53	1
75	54	1
75	55	1
75	56	1
75	57	1
75	59	1
75	60	1
75	61	1
76	22	1
76	27	1
76	30	1
76	36	1
76	37	1
76	39	1
76	40	1
76	42	1
76	47	1
76	48	1
76	50	1
76	51	1
76	52	1
76	54	1
76	59	1
76	60	1
76	61	1
77	19	1
77	21	1
77	23	1
77	28	1
77	34	1
77	37	1
77	39	1
77	42	1
77	43	1
77	44	1
77	46	1
77	51	1
77	53	1
77	57	1
77	58	1
77	60	1
